joy
disgust
sadness
joy
angery
sadness
sadness
disgust
sadness
sadness
disgust
sadness
joy
sadness
joy
sadness
sadness
disgust
sadness
joy
sadness
sadness
angery
sadness
joy
joy
sadness
joy
sadness
disgust
sadness
joy
joy
disgust
fear
sadness
sadness
sadness
sadness
disgust
sadness
angery
disgust
disgust
disgust
joy
joy
joy
joy
sadness
fear
joy
fear
joy
disgust
angery
joy
sadness
disgust
disgust
joy
joy
angery
sadness
joy
sadness
sadness
sadness
joy
joy
sadness
disgust
disgust
sadness
sadness
sadness
disgust
sadness
joy
sadness
disgust
disgust
joy
sadness
sadness
joy
joy
sadness
disgust
sadness
angery
fear
sadness
sadness
sadness
joy
joy
sadness
disgust
sadness
disgust
sadness
joy
disgust
disgust
sadness
joy
joy
disgust
joy
sadness
sadness
joy
disgust
sadness
sadness
joy
joy
joy
disgust
disgust
joy
joy
sadness
sadness
joy
joy
disgust
angery
joy
sadness
joy
joy
angery
joy
joy
angery
disgust
fear
angery
sadness
sadness
sadness
sadness
disgust
sadness
sadness
sadness
joy
joy
joy
joy
joy
joy
sadness
disgust
disgust
sadness
joy
joy
sadness
sadness
joy
sadness
joy
fear
disgust
joy
joy
sadness
joy
joy
disgust
joy
disgust
sadness
sadness
joy
fear
sadness
joy
sadness
fear
joy
joy
sadness
joy
disgust
sadness
disgust
sadness
disgust
sadness
disgust
joy
sadness
joy
sadness
sadness
joy
fear
joy
joy
sadness
joy
joy
sadness
joy
sadness
joy
sadness
sadness
disgust
sadness
fear
sadness
sadness
disgust
joy
sadness
joy
joy
joy
joy
sadness
sadness
sadness
disgust
disgust
joy
fear
joy
joy
joy
joy
disgust
sadness
joy
sadness
sadness
disgust
sadness
sadness
disgust
fear
disgust
angery
angery
joy
sadness
disgust
sadness
sadness
sadness
joy
disgust
joy
angery
disgust
joy
joy
joy
sadness
joy
sadness
disgust
joy
angery
joy
sadness
sadness
joy
sadness
joy
joy
sadness
fear
joy
sadness
joy
sadness
sadness
joy
sadness
joy
sadness
joy
sadness
sadness
joy
sadness
fear
joy
sadness
sadness
angery
joy
disgust
joy
joy
sadness
sadness
sadness
sadness
disgust
sadness
sadness
angery
sadness
joy
disgust
joy
sadness
sadness
sadness
joy
disgust
joy
disgust
joy
disgust
joy
fear
sadness
sadness
disgust
joy
joy
